batting_team,bowling_team,current_score,balls_left,wickets_left,current_run_rate,last_five_overs,runs_x
United Arab Emirates,Oman,40,68,7,4.615384615384615,16.0,108
New Zealand,Sri Lanka,55,60,5,5.5,25.0,179
Netherlands,Scotland,108,14,4,6.113207547169812,32.0,123
Bangladesh,Pakistan,87,50,6,7.457142857142857,33.0,140
Ireland,Netherlands,151,0,4,7.55,42.0,151
Sri Lanka,Australia,134,9,6,7.243243243243243,44.0,161
Netherlands,New Zealand,104,32,7,7.090909090909091,48.0,151
Australia,India,173,12,6,9.61111111111111,39.0,184
Pakistan,New Zealand,96,30,3,6.4,25.0,143
England,Australia,122,23,5,7.546391752577319,34.0,162
Pakistan,New Zealand,121,29,6,7.978021978021978,31.0,183
Bangladesh,India,119,16,4,6.865384615384615,30.0,139
Pakistan,Australia,91,43,8,7.090909090909091,45.0,151
New Zealand,Sri Lanka,105,28,4,6.8478260869565215,48.0,179
India,Pakistan,74,62,10,7.655172413793103,42.0,133
Pakistan,Zimbabwe,84,73,9,10.72340425531915,49.0,198
Pakistan,Australia,62,74,10,8.08695652173913,48.0,191
Afghanistan,United Arab Emirates,76,46,6,6.162162162162162,24.0,161
New Zealand,England,69,53,7,6.17910447761194,29.0,149
West Indies,Sri Lanka,70,41,8,5.316455696202532,47.0,137
South Africa,Bangladesh,97,51,6,8.434782608695652,32.0,118
New Zealand,Bangladesh,73,78,10,10.428571428571429,51.0,204
South Africa,West Indies,45,92,8,9.642857142857142,45.0,231
India,Australia,103,37,8,7.445783132530121,55.0,188
Ireland,Scotland,173,17,6,10.07766990291262,43.0,211
Oman,United Arab Emirates,93,40,8,6.975,43.0,133
Pakistan,Sri Lanka,110,32,7,7.5,39.0,175
Sri Lanka,Pakistan,66,49,4,5.577464788732394,22.0,102
Ireland,Afghanistan,189,21,6,11.454545454545457,60.0,225
England,Australia,70,53,6,6.268656716417911,25.0,137
England,Pakistan,150,14,5,8.49056603773585,44.0,172
Afghanistan,Zimbabwe,66,68,6,7.615384615384615,34.0,186
Oman,United Arab Emirates,35,82,9,5.526315789473684,29.0,133
Oman,Scotland,26,75,6,3.466666666666667,21.0,111
Sri Lanka,Australia,71,70,8,8.52,47.0,157
Australia,Bangladesh,63,48,5,5.25,23.0,141
Bangladesh,Pakistan,79,61,8,8.033898305084746,41.0,140
Australia,South Africa,78,69,7,9.176470588235292,50.0,157
Ireland,Afghanistan,88,81,9,13.538461538461538,68.0,225
New Zealand,Pakistan,100,37,7,7.228915662650603,32.0,185
Oman,Netherlands,31,91,8,6.413793103448276,30.0,146
Sri Lanka,West Indies,87,42,7,6.6923076923076925,33.0,160
England,New Zealand,87,56,6,8.15625,22.0,193
England,Afghanistan,65,50,4,5.571428571428571,17.0,142
South Africa,West Indies,65,66,8,7.222222222222222,35.0,165
West Indies,South Africa,129,2,3,6.559322033898305,49.0,131
India,Ireland,161,22,7,9.857142857142858,35.0,213
Sri Lanka,England,90,46,6,7.297297297297297,29.0,183
United Arab Emirates,Netherlands,9,90,5,1.8,9.0,80
Sri Lanka,India,167,24,5,10.4375,41.0,206
Australia,Pakistan,48,90,10,9.6,48.0,191
Pakistan,Bangladesh,176,12,6,9.77777777777778,58.0,201
India,England,131,31,7,8.831460674157304,53.0,202
Namibia,Oman,69,48,6,5.75,28.0,161
Australia,West Indies,111,40,5,8.325,42.0,178
England,Australia,65,67,5,7.358490566037735,35.0,130
India,Australia,97,53,9,8.686567164179104,47.0,184
South Africa,Sri Lanka,87,33,2,6.0,19.0,98
New Zealand,West Indies,62,71,8,7.591836734693878,30.0,189
Australia,Sri Lanka,46,90,9,9.2,45.0,159
Netherlands,Ireland,112,3,4,5.743589743589744,26.0,114
Oman,Ireland,85,46,7,6.891891891891892,36.0,173
Sri Lanka,India,144,26,7,9.191489361702128,51.0,215
New Zealand,West Indies,110,31,6,7.415730337078652,37.0,155
South Africa,West Indies,184,27,6,11.870967741935484,55.0,231
Sri Lanka,India,74,69,7,8.705882352941176,29.0,170
South Africa,New Zealand,85,41,7,6.455696202531645,34.0,170
West Indies,India,245,0,4,12.148760330578511,41.0,245
Pakistan,Australia,57,47,4,4.684931506849315,22.0,96
Sri Lanka,Bangladesh,95,32,6,6.477272727272728,35.0,147
Sri Lanka,England,39,82,7,6.157894736842105,28.0,128
Sri Lanka,Pakistan,121,7,6,6.424778761061947,27.0,139
India,South Africa,151,33,7,10.413793103448276,43.0,203
Afghanistan,Netherlands,49,70,7,5.88,33.0,162
Pakistan,New Zealand,101,32,6,6.886363636363637,38.0,163
Zimbabwe,India,12,92,9,2.571428571428572,12.0,140
England,New Zealand,82,63,6,8.631578947368421,36.0,193
Pakistan,Bangladesh,92,40,6,6.9,31.0,135
South Africa,West Indies,70,82,8,11.052631578947368,53.0,231
New Zealand,England,71,72,10,8.875,45.0,192
United Arab Emirates,Afghanistan,108,37,8,7.807228915662651,32.0,179
West Indies,Australia,57,67,6,6.452830188679245,27.0,105
England,Australia,52,80,8,7.8,46.0,179
Sri Lanka,New Zealand,48,71,7,5.877551020408164,20.0,119
New Zealand,India,151,17,5,8.79611650485437,61.0,190
Zimbabwe,South Africa,21,84,7,3.5,20.0,93
England,South Africa,38,88,9,7.125,36.0,171
Pakistan,New Zealand,178,2,4,9.05084745762712,62.0,183
Bangladesh,India,47,78,8,6.714285714285714,36.0,120
New Zealand,South Africa,98,51,9,8.521739130434783,37.0,151
England,South Africa,96,19,2,5.702970297029703,23.0,111
Ireland,India,47,64,6,5.035714285714286,24.0,112
Afghanistan,United Arab Emirates,57,72,9,7.125,39.0,161
New Zealand,West Indies,116,22,5,7.1020408163265305,27.0,155
Sri Lanka,Pakistan,104,40,10,7.8,46.0,150
India,New Zealand,131,34,10,9.13953488372093,55.0,202
Afghanistan,Scotland,114,45,7,9.12,39.0,171
New Zealand,Pakistan,78,49,6,6.591549295774648,39.0,135
Pakistan,New Zealand,102,42,6,7.846153846153846,46.0,161
Sri Lanka,Pakistan,70,42,4,5.384615384615385,26.0,138
Pakistan,India,86,33,7,5.931034482758621,36.0,118
Pakistan,Zimbabwe,73,50,6,6.257142857142857,32.0,136
West Indies,Sri Lanka,18,79,8,2.6341463414634148,17.0,137
Namibia,Scotland,71,51,7,6.173913043478261,25.0,159
Pakistan,Netherlands,63,74,9,8.217391304347826,41.0,175
Pakistan,New Zealand,97,44,7,7.657894736842105,33.0,153
India,England,89,54,6,8.090909090909092,27.0,177
South Africa,Australia,77,44,6,6.078947368421052,28.0,146
Sri Lanka,India,84,65,7,9.163636363636364,38.0,170
Scotland,Netherlands,142,1,3,7.159663865546219,45.0,148
Netherlands,England,128,8,7,6.857142857142857,29.0,133
South Africa,Sri Lanka,41,79,9,6.0,31.0,163
Netherlands,Namibia,55,52,7,4.852941176470588,28.0,140
Zimbabwe,Pakistan,102,42,8,7.846153846153846,53.0,162
Australia,India,84,35,4,5.929411764705883,31.0,132
Zimbabwe,India,73,59,7,7.180327868852459,39.0,170
Pakistan,England,184,3,6,9.435897435897436,51.0,190
Pakistan,South Africa,54,56,5,5.0625,23.0,120
Zimbabwe,Pakistan,58,79,9,8.487804878048781,46.0,172
Pakistan,South Africa,170,21,6,10.303030303030305,45.0,195
New Zealand,England,98,55,6,9.046153846153846,46.0,176
Netherlands,Zimbabwe,70,53,6,6.268656716417911,29.0,140
Oman,Afghanistan,110,19,3,6.534653465346534,26.0,127
West Indies,South Africa,53,86,10,9.352941176470589,45.0,205
Bangladesh,Pakistan,119,31,4,8.02247191011236,39.0,140
New Zealand,Sri Lanka,116,22,7,7.1020408163265305,34.0,141
Pakistan,New Zealand,45,84,9,7.5,38.0,181
India,Bangladesh,47,80,8,7.05,44.0,174
West Indies,Australia,66,56,8,6.1875,28.0,150
Australia,Zimbabwe,154,33,10,10.620689655172416,54.0,229
South Africa,England,90,54,9,8.181818181818182,37.0,196
Pakistan,West Indies,42,71,8,5.142857142857143,27.0,132
Pakistan,New Zealand,58,84,8,9.666666666666666,51.0,143
South Africa,New Zealand,42,86,10,7.411764705882353,39.0,128
Afghanistan,Scotland,99,52,7,8.735294117647058,28.0,171
New Zealand,Pakistan,127,13,5,7.121495327102804,48.0,144
Sri Lanka,Australia,73,69,8,8.588235294117647,49.0,157
Bangladesh,Pakistan,103,45,6,8.24,43.0,140
West Indies,India,121,1,3,6.100840336134453,39.0,129
Sri Lanka,United Arab Emirates,64,73,10,8.170212765957446,49.0,129
South Africa,West Indies,79,59,7,7.770491803278689,46.0,165
Papua New Guinea,Namibia,166,17,7,9.669902912621358,39.0,197
West Indies,England,94,61,10,9.559322033898304,54.0,179
New Zealand,South Africa,19,90,7,3.8,19.0,86
South Africa,Scotland,95,53,8,8.507462686567164,36.0,211
South Africa,Scotland,59,83,10,9.567567567567568,54.0,211
Papua New Guinea,United Arab Emirates,107,19,7,6.356435643564357,33.0,128
New Zealand,England,108,59,9,10.62295081967213,55.0,201
United Arab Emirates,Papua New Guinea,59,69,8,6.941176470588236,28.0,180
United Arab Emirates,Afghanistan,143,1,3,7.210084033613445,34.0,146
South Africa,England,164,5,5,8.556521739130435,46.0,179
Afghanistan,United Arab Emirates,94,28,6,6.130434782608695,29.0,161
Pakistan,New Zealand,38,67,6,4.30188679245283,23.0,105
India,Zimbabwe,28,87,7,5.090909090909091,28.0,138
Ireland,Oman,143,11,6,7.871559633027523,36.0,159
New Zealand,India,189,8,5,10.125,59.0,203
Ireland,Netherlands,173,10,7,9.436363636363636,73.0,189
South Africa,Australia,188,4,4,9.724137931034482,52.0,204
South Africa,Australia,71,31,6,4.786516853932584,20.0,101
Afghanistan,Zimbabwe,77,66,8,8.555555555555555,39.0,187
New Zealand,England,87,44,7,6.868421052631579,40.0,139
New Zealand,Sri Lanka,120,0,3,5.950413223140496,33.0,120
New Zealand,South Africa,66,71,9,8.081632653061224,37.0,173
Bangladesh,India,109,26,5,6.957446808510638,35.0,139
Scotland,Papua New Guinea,120,16,5,6.923076923076923,40.0,146
New Zealand,England,56,77,9,7.813953488372093,34.0,196
United Arab Emirates,Pakistan,95,28,5,6.195652173913044,54.0,129
Pakistan,Australia,121,24,8,7.5625,41.0,150
Australia,India,159,1,4,8.016806722689076,52.0,164
England,Afghanistan,93,27,3,6.0,30.0,142
Australia,Zimbabwe,193,16,10,11.134615384615383,73.0,229
South Africa,Netherlands,46,89,8,8.903225806451612,44.0,145
India,New Zealand,108,33,4,7.448275862068965,28.0,165
Ireland,United Arab Emirates,97,22,6,5.938775510204081,30.0,125
Australia,Sri Lanka,77,47,5,6.328767123287672,32.0,168
Scotland,Netherlands,88,39,6,6.518518518518518,27.0,130
Australia,India,128,7,3,6.79646017699115,45.0,132
Pakistan,Zimbabwe,34,87,8,6.181818181818182,32.0,141
Bangladesh,Sri Lanka,123,17,6,7.165048543689321,42.0,147
New Zealand,Australia,59,85,8,10.114285714285714,47.0,150
New Zealand,Australia,58,50,6,4.971428571428572,25.0,117
New Zealand,Pakistan,123,15,5,7.0285714285714285,37.0,135
Sri Lanka,India,35,89,10,6.774193548387097,34.0,215
South Africa,India,113,40,8,8.475,57.0,172
Sri Lanka,South Africa,87,52,7,7.676470588235294,32.0,165
India,Sri Lanka,95,30,8,6.333333333333333,31.0,130
Pakistan,Sri Lanka,55,75,10,7.333333333333333,38.0,180
Ireland,United Arab Emirates,83,50,7,7.114285714285714,37.0,160
England,Netherlands,85,63,10,8.947368421052632,52.0,162
Australia,Sri Lanka,105,27,5,6.774193548387097,39.0,168
West Indies,Bangladesh,35,87,9,6.363636363636363,33.0,132
India,Australia,164,11,8,9.027522935779816,48.0,188
Pakistan,South Africa,77,60,6,7.7,39.0,119
Sri Lanka,Pakistan,116,27,9,7.483870967741935,42.0,150
Pakistan,Scotland,54,83,10,8.756756756756756,41.0,166
Afghanistan,Ireland,74,58,6,7.161290322580645,38.0,184
Pakistan,Scotland,78,61,8,7.932203389830509,36.0,204
India,Australia,37,73,5,4.723404255319149,17.0,74
Pakistan,India,100,24,6,6.25,35.0,130
Sri Lanka,New Zealand,56,56,8,5.25,21.0,135
West Indies,New Zealand,88,54,6,8.0,27.0,139
Scotland,Netherlands,73,48,6,6.083333333333333,46.0,148
New Zealand,England,84,46,7,6.8108108108108105,39.0,149
New Zealand,Pakistan,37,88,8,6.9375,31.0,99
Pakistan,Australia,125,24,7,7.8125,40.0,155
New Zealand,India,158,0,2,7.9,33.0,158
South Africa,England,84,36,7,6.0,29.0,142
New Zealand,Pakistan,54,70,8,6.48,38.0,144
United Arab Emirates,Oman,97,14,5,5.490566037735849,38.0,108
Pakistan,New Zealand,110,37,6,7.951807228915663,45.0,161
Sri Lanka,Pakistan,91,17,1,5.300970873786408,23.0,102
Sri Lanka,India,43,84,10,7.166666666666667,34.0,215
West Indies,England,160,9,4,8.64864864864865,43.0,169
Australia,West Indies,171,1,2,8.621848739495798,42.0,178
England,Australia,91,50,7,7.8,33.0,162
Australia,England,126,22,7,7.714285714285714,32.0,157
Bangladesh,United Arab Emirates,67,70,9,8.04,49.0,133
Sri Lanka,United Arab Emirates,82,50,8,7.0285714285714285,32.0,129
India,South Africa,49,64,7,5.25,18.0,153
Afghanistan,Zimbabwe,80,53,8,7.164179104477612,21.0,197
Pakistan,England,119,5,2,6.208695652173913,33.0,129
Bangladesh,Australia,61,66,8,6.777777777777778,41.0,156
India,Australia,91,38,6,6.658536585365853,37.0,159
India,South Africa,106,42,6,8.153846153846153,48.0,188
Bangladesh,New Zealand,55,49,5,4.647887323943662,13.0,78
South Africa,England,192,33,9,13.241379310344827,64.0,241
Papua New Guinea,Namibia,140,29,7,9.23076923076923,38.0,197
New Zealand,Sri Lanka,48,82,10,7.578947368421052,44.0,174
South Africa,Sri Lanka,39,71,7,4.775510204081633,28.0,115
Australia,Pakistan,61,72,7,7.625,34.0,108
West Indies,Bangladesh,110,38,8,8.048780487804878,54.0,171
Bangladesh,India,56,75,7,7.466666666666667,32.0,166
Oman,Scotland,79,61,8,8.033898305084746,32.0,167
West Indies,Bangladesh,61,65,9,6.654545454545454,37.0,164
United Arab Emirates,Papua New Guinea,102,38,7,7.463414634146342,42.0,180
Sri Lanka,Australia,132,7,5,7.008849557522124,38.0,142
Oman,United Arab Emirates,47,74,9,6.130434782608695,23.0,133
Netherlands,Scotland,124,33,6,8.551724137931034,37.0,191
Bangladesh,India,76,48,6,6.333333333333333,41.0,138
Australia,South Africa,154,1,1,7.764705882352941,41.0,157
South Africa,New Zealand,152,6,3,8.0,23.0,165
India,New Zealand,100,42,4,7.6923076923076925,38.0,162
Ireland,United Arab Emirates,94,22,3,5.755102040816326,31.0,134
India,South Africa,45,78,7,6.428571428571429,28.0,152
Australia,Zimbabwe,79,77,10,11.023255813953488,57.0,229
Pakistan,England,60,72,9,7.5,32.0,147
Australia,India,70,73,10,8.936170212765957,55.0,184
Australia,India,176,12,6,9.77777777777778,57.0,197
Zimbabwe,West Indies,69,21,5,4.181818181818182,32.0,105
Australia,Bangladesh,48,70,7,5.76,27.0,141
England,Australia,69,71,8,8.448979591836734,41.0,179
India,England,69,74,10,9.0,52.0,218
Pakistan,New Zealand,128,13,3,7.177570093457944,51.0,153
Australia,India,174,11,6,9.577981651376149,40.0,184
England,Netherlands,112,41,9,8.50632911392405,43.0,162
India,Bangladesh,107,26,6,6.829787234042553,51.0,166
New Zealand,Pakistan,74,69,9,8.705882352941176,44.0,180
South Africa,Sri Lanka,77,43,3,6.0,26.0,113
West Indies,New Zealand,148,14,6,8.377358490566039,42.0,177
Ireland,Namibia,67,69,8,7.882352941176471,41.0,135
England,New Zealand,79,75,9,10.533333333333331,55.0,214
India,Sri Lanka,58,61,9,5.898305084745763,35.0,130
South Africa,Australia,92,50,8,7.885714285714286,36.0,145
Bangladesh,Australia,42,80,8,6.3,38.0,153
New Zealand,England,95,40,5,7.125,58.0,164
New Zealand,Australia,60,47,6,4.931506849315069,26.0,117
Netherlands,Papua New Guinea,54,64,5,5.785714285714286,26.0,126
Pakistan,Australia,45,66,6,5.0,27.0,116
South Africa,New Zealand,81,67,10,9.169811320754716,47.0,133
Ireland,Oman,94,47,8,7.726027397260274,41.0,183
England,New Zealand,57,77,8,7.953488372093023,35.0,194
South Africa,New Zealand,87,29,5,5.736263736263736,25.0,128
South Africa,New Zealand,79,60,7,7.9,35.0,165
New Zealand,Sri Lanka,159,3,3,8.153846153846153,28.0,162
Australia,India,67,77,9,9.348837209302326,51.0,197
India,Pakistan,70,53,6,6.268656716417911,35.0,141
Sri Lanka,India,124,41,8,9.417721518987342,60.0,215
United Arab Emirates,Scotland,80,44,2,6.315789473684211,28.0,109
New Zealand,England,97,29,6,6.395604395604396,38.0,148
Bangladesh,Australia,119,5,4,6.208695652173913,31.0,123
United Arab Emirates,Ireland,104,24,5,6.5,35.0,133
South Africa,Afghanistan,73,60,8,7.3,25.0,139
New Zealand,South Africa,79,22,2,4.836734693877551,25.0,86
Sri Lanka,Pakistan,148,1,3,7.46218487394958,28.0,150
South Africa,Australia,47,71,7,5.755102040816326,31.0,128
Afghanistan,Scotland,165,10,6,9.0,41.0,171
Sri Lanka,India,137,16,3,7.903846153846154,34.0,170
Ireland,United Arab Emirates,76,53,7,6.8059701492537314,31.0,160
England,South Africa,78,55,6,7.2,32.0,134
Zimbabwe,India,163,3,3,8.35897435897436,52.0,170
Zimbabwe,South Africa,88,2,2,4.47457627118644,24.0,93
Pakistan,New Zealand,167,1,3,8.420168067226891,51.0,168
Ireland,Scotland,139,9,5,7.513513513513513,33.0,159
New Zealand,Australia,97,30,6,6.466666666666667,48.0,118
England,West Indies,142,10,2,7.745454545454545,32.0,155
South Africa,Sri Lanka,33,80,9,4.95,23.0,145
Bangladesh,Pakistan,152,13,6,8.523364485981308,34.0,175
Pakistan,South Africa,171,18,5,10.058823529411764,41.0,195
South Africa,England,103,45,8,8.24,33.0,179
Ireland,Scotland,95,64,8,10.178571428571429,45.0,211
Ireland,Afghanistan,116,23,4,7.175257731958763,27.0,142
Pakistan,Zimbabwe,50,91,10,10.344827586206897,50.0,198
Sri Lanka,Bangladesh,53,68,8,6.115384615384615,28.0,147
Australia,India,121,10,3,6.6,28.0,131
New Zealand,England,94,41,5,7.139240506329114,58.0,164
Ireland,Afghanistan,94,28,6,6.130434782608695,28.0,125
South Africa,England,53,73,7,6.76595744680851,30.0,154
England,West Indies,115,18,3,6.764705882352941,23.0,121
Netherlands,Papua New Guinea,42,79,7,6.146341463414634,28.0,126
New Zealand,Sri Lanka,151,13,4,8.467289719626168,29.0,162
Pakistan,Zimbabwe,52,71,9,6.36734693877551,37.0,179
New Zealand,England,134,35,8,9.458823529411765,43.0,201
Australia,Sri Lanka,172,32,9,11.727272727272728,64.0,233
New Zealand,England,46,75,9,6.133333333333334,27.0,149
South Africa,Pakistan,107,34,8,7.465116279069767,47.0,188
New Zealand,Australia,77,59,7,7.573770491803279,28.0,214
Zimbabwe,Scotland,143,2,4,7.271186440677966,36.0,147
Australia,Sri Lanka,217,10,9,11.836363636363636,63.0,233
Australia,India,83,51,6,7.217391304347826,35.0,131
New Zealand,Sri Lanka,79,35,5,5.576470588235294,28.0,120
New Zealand,Australia,30,83,7,4.864864864864865,19.0,117
Sri Lanka,Australia,47,76,8,6.409090909090909,31.0,142
Pakistan,Australia,132,10,6,7.2,36.0,149
New Zealand,Sri Lanka,85,65,10,9.272727272727272,36.0,182
India,England,79,44,4,6.2368421052631575,29.0,120
Sri Lanka,Pakistan,176,15,8,10.057142857142855,51.0,211
Sri Lanka,Pakistan,140,33,8,9.655172413793103,49.0,211
India,Bangladesh,115,31,9,7.752808988764045,45.0,176
England,India,95,52,9,8.382352941176471,40.0,159
Papua New Guinea,Netherlands,52,61,7,5.288135593220339,23.0,128
England,Pakistan,110,24,4,6.875,25.0,135
New Zealand,South Africa,67,58,6,6.483870967741935,31.0,129
West Indies,India,123,16,2,7.096153846153846,27.0,143
United Arab Emirates,Papua New Guinea,93,46,7,7.54054054054054,41.0,180
Zimbabwe,South Africa,76,17,3,4.427184466019417,18.0,93
Sri Lanka,Bangladesh,87,62,7,9.0,36.0,168
Australia,Pakistan,56,48,5,4.666666666666667,18.0,89
England,New Zealand,78,76,9,10.636363636363637,58.0,214
South Africa,Pakistan,87,54,7,7.909090909090909,26.0,153
West Indies,Pakistan,58,42,4,4.461538461538462,19.0,111
India,Australia,63,77,10,8.790697674418604,52.0,184
South Africa,Australia,48,84,9,8.0,37.0,201
Ireland,Afghanistan,123,2,4,6.254237288135593,34.0,125
England,Zimbabwe,188,0,1,9.4,34.0,188
Netherlands,Ireland,74,72,8,9.25,43.0,167
West Indies,Bangladesh,76,91,10,15.724137931034482,74.0,190
Netherlands,Ireland,56,60,8,5.6,38.0,114
New Zealand,Australia,45,67,6,5.09433962264151,28.0,117
South Africa,Bangladesh,122,33,7,8.413793103448276,28.0,169
Ireland,Afghanistan,67,79,9,9.804878048780488,50.0,172
Australia,India,106,29,6,6.989010989010989,29.0,164
Pakistan,Scotland,84,49,7,7.098591549295775,24.0,166
England,West Indies,116,30,7,7.733333333333333,32.0,161
Scotland,Papua New Guinea,90,37,6,6.506024096385542,25.0,146
Netherlands,Scotland,50,81,9,7.6923076923076925,36.0,191
Afghanistan,Scotland,127,3,3,6.512820512820513,38.0,132
Pakistan,Bangladesh,116,43,9,9.03896103896104,43.0,201
New Zealand,Sri Lanka,104,42,8,8.0,45.0,174
West Indies,India,50,89,8,9.67741935483871,50.0,143
Sri Lanka,Australia,153,3,6,7.846153846153846,54.0,161
England,Pakistan,52,72,8,6.5,29.0,129
Sri Lanka,Zimbabwe,81,53,8,7.253731343283582,27.0,182
Bangladesh,Pakistan,132,1,4,6.65546218487395,40.0,136
India,England,78,65,7,8.50909090909091,43.0,177
Ireland,Netherlands,79,54,7,7.181818181818182,42.0,151
New Zealand,Bangladesh,55,77,7,7.674418604651163,35.0,195
Papua New Guinea,Afghanistan,59,36,5,4.214285714285714,22.0,127
England,Australia,141,6,5,7.421052631578948,43.0,145
United Arab Emirates,Ireland,39,81,8,6.0,36.0,133
Sri Lanka,South Africa,143,15,5,8.17142857142857,42.0,165
Netherlands,Ireland,127,13,6,7.121495327102804,40.0,158
United Arab Emirates,Ireland,73,58,7,7.064516129032258,36.0,123
Sri Lanka,England,108,45,5,8.64,33.0,163
New Zealand,Pakistan,127,10,4,6.927272727272728,45.0,144
Sri Lanka,West Indies,142,34,9,9.906976744186046,49.0,192
South Africa,India,60,80,9,9.0,34.0,219
South Africa,New Zealand,88,61,9,8.94915254237288,41.0,133
New Zealand,Bangladesh,70,72,7,8.75,35.0,195
Bangladesh,West Indies,116,34,4,8.093023255813954,26.0,143
Australia,Pakistan,159,9,5,8.594594594594595,51.0,164
Zimbabwe,New Zealand,115,10,5,6.2727272727272725,31.0,123
England,Afghanistan,93,25,3,5.873684210526315,29.0,142
Australia,India,105,54,9,9.545454545454543,52.0,184
India,New Zealand,60,74,9,7.826086956521739,35.0,163
West Indies,India,70,56,10,6.5625,40.0,169
India,Afghanistan,85,45,7,6.8,34.0,159
West Indies,Australia,102,29,6,6.725274725274725,38.0,150
Zimbabwe,Pakistan,51,69,9,6.0,23.0,162
Australia,India,80,59,8,7.868852459016393,31.0,171
South Africa,Australia,109,43,8,8.493506493506494,35.0,178
Ireland,Afghanistan,48,70,4,5.76,17.0,71
New Zealand,Australia,84,67,6,9.50943396226415,38.0,150
Pakistan,England,75,46,7,6.081081081081081,25.0,126
Afghanistan,West Indies,66,37,5,4.771084337349397,23.0,123
Pakistan,Australia,48,81,9,7.384615384615385,38.0,155
Ireland,Netherlands,67,57,8,6.380952380952381,29.0,128
New Zealand,Australia,181,12,4,10.055555555555555,74.0,214
South Africa,Bangladesh,80,67,7,9.056603773584904,37.0,118
Ireland,Netherlands,114,56,8,10.6875,53.0,181
New Zealand,Sri Lanka,101,44,8,7.973684210526316,43.0,174
Pakistan,South Africa,36,73,7,4.595744680851064,26.0,148
Pakistan,Australia,109,35,8,7.694117647058824,40.0,155
South Africa,West Indies,78,77,8,10.883720930232558,56.0,231
New Zealand,West Indies,79,73,10,10.085106382978724,45.0,243
Pakistan,Zimbabwe,97,32,6,6.613636363636363,40.0,136
West Indies,India,87,14,3,4.9245283018867925,31.0,109
Netherlands,Ireland,154,17,3,8.970873786407767,21.0,182
Bangladesh,Pakistan,84,36,7,6.0,39.0,136
Sri Lanka,New Zealand,40,81,7,6.153846153846154,21.0,119
Australia,Sri Lanka,83,76,9,11.318181818181818,59.0,263
Afghanistan,United Arab Emirates,164,17,6,9.553398058252426,49.0,189
New Zealand,Australia,49,89,9,9.483870967741936,45.0,214
Australia,Bangladesh,42,75,7,5.6,22.0,141
Sri Lanka,Australia,93,57,7,8.857142857142858,40.0,157
Netherlands,Scotland,178,8,5,9.535714285714286,58.0,191
England,South Africa,93,57,9,8.857142857142858,36.0,168
Australia,India,41,78,6,5.857142857142857,31.0,132
New Zealand,West Indies,152,29,6,10.021978021978022,36.0,191
South Africa,England,41,86,7,7.235294117647059,34.0,142
West Indies,Bangladesh,108,21,6,6.545454545454546,32.0,132
Australia,South Africa,99,59,8,9.737704918032788,29.0,196
Australia,West Indies,39,78,7,5.571428571428571,33.0,169
West Indies,Australia,75,59,8,7.377049180327869,42.0,205
South Africa,England,160,28,7,10.434782608695652,51.0,222
United Arab Emirates,Afghanistan,112,34,7,7.813953488372093,32.0,164
South Africa,Pakistan,28,84,8,4.666666666666667,25.0,133
United Arab Emirates,Australia,71,26,6,4.531914893617022,29.0,117
Oman,Scotland,39,64,5,4.178571428571429,30.0,111
United Arab Emirates,Zimbabwe,79,33,3,5.448275862068965,14.0,116
Australia,Sri Lanka,67,76,10,9.136363636363637,46.0,233
South Africa,Australia,150,21,6,9.090909090909092,44.0,204
Bangladesh,West Indies,92,43,5,7.1688311688311686,26.0,129
New Zealand,England,135,20,6,8.1,36.0,153
New Zealand,Australia,211,20,8,12.66,63.0,243
Zimbabwe,New Zealand,49,70,8,5.88,27.0,123
Pakistan,West Indies,92,44,7,7.263157894736842,37.0,137
New Zealand,India,73,61,8,7.423728813559322,37.0,190
Scotland,Papua New Guinea,84,42,6,6.461538461538462,26.0,146
Pakistan,New Zealand,110,49,9,9.295774647887324,49.0,177
Bangladesh,India,147,11,4,8.091743119266056,53.0,166
United Arab Emirates,Oman,73,30,6,4.866666666666666,27.0,108
India,West Indies,138,45,8,11.04,46.0,240
Pakistan,India,52,51,4,4.521739130434782,17.0,83
New Zealand,West Indies,100,40,7,7.5,40.0,155
United Arab Emirates,Pakistan,101,22,5,6.183673469387755,49.0,129
Afghanistan,Ireland,148,15,5,8.457142857142857,47.0,184
Netherlands,Namibia,120,15,6,6.857142857142857,50.0,140
Sri Lanka,Pakistan,32,87,6,5.818181818181818,32.0,138
New Zealand,Sri Lanka,146,19,7,8.673267326732674,42.0,170
West Indies,Australia,159,12,7,8.833333333333334,55.0,205
Zimbabwe,South Africa,22,81,7,3.3846153846153846,20.0,93
Australia,England,54,68,7,6.230769230769231,24.0,145
Sri Lanka,Pakistan,93,57,7,8.857142857142858,32.0,141
Australia,Pakistan,102,54,9,9.272727272727272,48.0,183
Namibia,Oman,82,36,5,5.857142857142857,29.0,161
India,Sri Lanka,110,26,8,7.0212765957446805,45.0,130
Ireland,Afghanistan,49,85,8,8.4,45.0,142
West Indies,India,49,59,5,4.819672131147541,18.0,109
South Africa,Pakistan,71,75,10,9.466666666666669,49.0,153
Zimbabwe,West Indies,51,37,6,3.6867469879518073,26.0,105
South Africa,Sri Lanka,158,11,7,8.697247706422019,41.0,180
West Indies,India,40,75,10,5.333333333333333,27.0,169
Sri Lanka,United Arab Emirates,118,8,4,6.321428571428571,26.0,129
Pakistan,Australia,86,10,1,4.6909090909090905,27.0,96
Netherlands,Ireland,116,62,9,12.0,51.0,182
